review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
1.0,26 Jan 2016,Worked Full Time Permanent,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW9339897.htm,Senior engineer,Former employee,,,,"May get an opportunity to work on latest technology depending on department and project, Brand value, Better city locations for work in govt sector","Less salary, worst HR policies & work culture, Policies may be implemented from retrospective effect, unethical approach to deal with employee fitment or remunerations, Very less flexibility, no training provided but bond is signed in its name",Show more
3.0,8 Sept 2020,Not Great for Internships/Training,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW35731905.htm,Summer intern,"Former intern, less than 1 year",,,Ghaziabad,"Government Job hence Job security for Full-Time Employees.
Free Lunch.","No stipend given to Interns. 
No learning for Interns/Trainees.
No project alloted to any Interns. 
Mentors don't supervise the Interns.
Cellphones not allowed inside the campus.",Show more
4.0,20 Jul 2021,Excellent work environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW50011683.htm,Production planning and control engineer,Current contractor,,,Bengaluru,"Defence manufacturing company under taken by central govt.
Electronics product manufacturer.
Supplying products to india army, navy, and air force.","Production planning and control .
Planning Material requirement based on purchase order.
Achievement of production on time.
Stock transfer based on available of free stock. Assembly of device at higher level.
Plan to dispatch the unit",Show more
2.0,3 Oct 2021,Stipend,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW53466748.htm,Accounts-trainee,"Current temporary employee, less than 1 year",,,,"Work will be in general shift 8-4 /8.30-4.30.
No work pressure.
Really good place to learn and grow knowledge.
Good food and medical facilities.
Really good infrastructure and great minds to ask for queries and clarifications.",Stipend as per 2021 is 10500 gross.,Show more
5.0,18 Apr 2017,Additional General Manager,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW14686182.htm,Additional general manager,"Former employee, more than 10 years",,,Bengaluru,"Independence to work with your ideas, customer focussed, well laid out policies, and procedures","Too many hierarchy levels, disconnect between Top Management and other levels, too diverse with in a single framework, showcasing gets recognised over doers",Show more
2.0,23 Aug 2021,Good place if involved in good projects,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW51490192.htm,Project engineer i,"Current contractor, less than 1 year",,,Bengaluru,"Good work life balance
Good work ethics and culture among employees
Good place for permanent position","It is on your luck if you are assigned any work which adds value to your CV.
Very slow progression of work",Show more
4.0,13 Jan 2016,Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW9173000.htm,Anonymous employee,"Former employee, more than 10 years",,,,"Good high tech stuff, cool PSU culture but with reasonably good processes
Mutual respect and good team environment","Pay is good but below the level of competitors. 
Recruits high capability people but unable to utilize them fully",Show more
3.0,18 Nov 2015,Big Electronics - Summer Practical Trainee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW8689012.htm,Intern,"Former intern, less than 1 year",,,"Dallas, TX","Big Organization, Big and valuable projects and a highly respected public sector firm in India",Not the type of organization if you wanna get up daily to a something big and new.,Show more
3.0,27 Nov 2017,nurturing talent,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW18089279.htm,Senior engineer,"Former employee, more than 5 years",,,Bengaluru,Lot of opportunity for self-driven  candidate to learn crossfunctional area work,"No recognition of Experience, service is held above experience, need right measure to promote people and retain talent",Show more
3.0,4 May 2021,Good hierarchy,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW46454226.htm,Bel-deputy engineer,Former contractor,,,,They have a handsome monthly pay package apart from that they give you perks and Performance Related Pay and other admissible allowances.,Not everyone contributes to the company's development. Human Resourse department needs to be well versed in their part of work and need to perform their task willingly,Show more
3.0,6 Jun 2012,Good Exposure to work on new challenging tasks,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1565292.htm,Anonymous employee,"Current employee, more than 5 years",,,,"Balanced Professional and Personal Life. 
Best Location to work in North India with proximity to major cities.
One of the best medical facilities.","Compensation not satisfactory.
Staff support biased on various factors. 
Knowledge has a very little role in further development.",Show more
4.0,28 Mar 2014,Learning depends on the team,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW3956970.htm,Anonymous employee,Former employee,,,,as few people are there you will be able to learn many things and get recognition but it depends on the team,trainees are not treated as trainees but as casual labour except few people,Show more
2.0,14 May 2015,Bad company to learn,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW6598178.htm,Trainee engineer,"Former intern, less than 1 year",,,New Delhi,Bharat Electronics ltd. is a huge public sector company. there is very less work to do. Assured job security,"In Bharat Electronics ltd., there one can't learn so much from this company.",Show more
3.0,19 Jan 2017,One of the most exciting jobs if you are into Defense Electronics,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW13399699.htm,Deputy engineer,"Former employee, more than 5 years",,,Bengaluru,"Good working environment. Exciting work, not like any traditional government sector job. More challenging and a lot of opportunities are given to learn things properly.",Pay is less compared to other Maharatnas. Self-Growth is purely dependent on motivation.,Show more
4.0,7 Sept 2021,Great managers lead to a great experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW52221597.htm,Anonymous employee,"Former employee, more than 8 years",,,,"1. My supervisor was an intelligent, easy-going and a hardworking guy, got to learn a lot from him.
2. Work-life balance was pretty great
3. Colleagues were very co-operative","Projects are long term, so patience is needed to see your work come to fruition",Show more
4.0,23 Feb 2014,Good experience at  Bharat Electronics,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW3753493.htm,Graduate apprenticeship trainee,"Former contractor, more than 1 year",,,Bengaluru,"Good future is waiting who joined there ,to learn good advanced things.","Its like working in R& D department ,so much things to learn from seniors.",Show more
4.0,17 Jun 2014,Very challenging and very good work atmosphere..,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW4419034.htm,Contract engineer,"Current contractor, more than 1 year",,,Bengaluru,"Timings is very convenient, there is place for experiment and execute our ideas. our suggestions are valued. very good work atmosphere..",handling new instruments often.. testing in outdoors are very challenging..,Show more
3.0,26 Oct 2016,Senior Engineer Quality Control Radar,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW12462235.htm,Anonymous employee,"Former employee, more than 3 years",,,"Santa Clara, CA",Relationship building is good. Timings are good. Being  PSU its great to start your career in it.,Old ways of doing things. Technologies used are obsolete. Work culture is not good. No one feels any liability  towards the organization,Show more
4.0,13 Jul 2017,Work environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW15877497.htm,Anonymous employee,Current employee,,,,"1 Peace of mind at work
Pressure to deliver and autonomy available
Work time of 8 hours (although have to stay back depending on work)
Worker friendly
Transparent rating system
Pride of contributing to defense of the country","Too much hierarchy
Project execution delays
Procedural difficulties
Inability to control unions",Show more
