"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"4.0","1 Jan 2024","Goof","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82950699.htm","Sales manager","Former employee","","","","","Good experience, exposure, opportunities, timings, salary","support, less personnels, not easily approachable"
"5.0","2 Jan 2024","No","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82966282.htm","Sales trainee","Current employee, less than 1 year","ZM good nature
SM are good","Company are good 
Behaviour
Nature","Show more","Gurgaon, Haryana","",""
"5.0","3 Jan 2024","AAA","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83009130.htm","Sr. fsm sourcing","Current employee, more than 1 year","Nice colleagues
Very supportive colleagues","heavy pressure from sales manager","Show more","","",""
"2.0","27 Dec 2023","Good for career start","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82873109.htm","Akrm","Current employee","","","","Jaipur, Rajasthan","As a fresher you will learn about finances","Banking and insurance culture is pathetic."
"4.0","29 Dec 2023","good place for refreshers","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82912343.htm","Senior financial sourcing manager","Former employee, more than 1 year","-good salary
-good work environment
-friendly employees","-work load
-delay in settling compensations","Show more","Mumbai","",""
"4.0","1 Jan 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82947876.htm","Unit manager","Current employee, less than 1 year","","","","","Give fast career platform to grow","Additional income can be earned"
"4.0","30 Nov 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82206394.htm","Assistant manager","Current employee, less than 1 year","Good Working environment
Employee friendly
Skills developing
Career growth","Unnecessary traveling for day end","Show more","","",""
"5.0","29 Nov 2023","I was some good and little bit bad experience with icici prudential","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82197323.htm","Senior fsm -non sourcing","Current employee, more than 3 years","HR policy is good with employees","Sometimes with specific person you will get bad experience","Show more","Pune","",""
"5.0","13 Dec 2023","Very good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82566153.htm","Associate key relationship manager","Current employee, more than 1 year","","","","Lucknow","I think it is great company to build your career, manager our supportive.","I don't think so there is any"
"5.0","4 Dec 2023","Nice work and good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82299969.htm","Associate finance services manager","Current employee, more than 1 year","Icici prudential life insurance is a big company learn to get work how to work","I have no down reason","Show more","Jodhpur, Rajasthan","",""
"4.0","31 Aug 2023","Good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW79647545.htm","Financial services cansultant","Current employee, more than 1 year","Best thing work with ICICI prudential working environment and best friendly nature in working place and good support from boss and management","Downside is up level management is helping self obsessed and superiority in boss in upper level the don't wanted to know ground level thing only pressurize for business.","Show more","Mumbai","",""
"5.0","30 Nov 2023","Joining at ipru","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82230735.htm","Financial services consultant","Current employee, less than 1 year","Very good work environment culture supporting managers. Helping to groom your personality","No con for joining icici prudential","Show more","Jehanabad","",""
"5.0","4 Dec 2023","Best company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82325525.htm","Financial service consultant","Current employee, more than 1 year","Best decision of my life, good learning experience regarding insurance","Nothing much because I love my company","Show more","Bengaluru","",""
"5.0","12 Dec 2023","Well","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82553078.htm","Unit manager","Current employee, less than 1 year","Well organization I learnt very well for future endeavours","Very well organization I learnt various skills","Show more","Gorakhpur, Uttar Pradesh","",""
"4.0","4 Dec 2023","Best company with a catch","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82294370.htm","Senior manager","Current employee, more than 3 years","","","","Mumbai","Very good growth opportunity and freedom to learn new skills","Does not pay as much as other companies pay for the same role"
"5.0","5 Dec 2023","It's was nice working with ipru.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82327296.htm","Afsm( asso financial services manager )","Current employee, more than 1 year","Employee friendly
Good infrastructure
Friendly environment
Supportive colleagues and manager. Good management","Technology are there but not working properly.","Show more","Calcutta","",""
"5.0","30 Nov 2023","Great Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82233332.htm","Sales","Current employee, less than 1 year","I learnt how to handle pressure from this job. Overall management is good","No as such cons found","Show more","Sāngli, Maharashtra","",""
"5.0","8 Dec 2023","Excellent culture and work ethics, very conducive environment to learn and grow.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82432670.htm","Vice president","Current employee, more than 1 year","","","","Mumbai","Culture, Work , Responsibility, People, Growth","No work from home available"
"5.0","18 Dec 2023","best company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82705595.htm","Unit manager","Current employee, more than 1 year","very good environment 
supportive staff","there is nothing downside in company","Show more","Surat","",""
"5.0","12 Dec 2023","Organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82520515.htm","Fsc","Current employee, less than 1 year","Nice organisation and better to work hear","Better experience with ICICI PRUDENTIAL LIFE INSURANCE","Show more","Karīmnagar,","",""
"4.0","8 Dec 2023","..........","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82454096.htm","Unit manager","Current employee, more than 1 year","This Is Good place To Work & Environment is also good","Not Applicable for any downsides","Show more","Guwahati","",""
"5.0","19 Dec 2023","Best company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82713718.htm","Senior financial service manager","Current employee, more than 3 years","Best company
Best leadership
Best environment
Positive vibes
To much to learn","None
None
None
None
None","Show more","Mumbai","",""
"5.0","9 Dec 2023","Company review","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82457780.htm","Front line sales representative","Current employee, less than 1 year","","","","Lucknow","Good working culture and environment","No cons are there. , it is a good company to work for ."
"5.0","9 Dec 2023","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82458321.htm","Unit manager","Current employee, less than 1 year","Good place to work in 
Policies are very good","There are no cons of the company","Show more","","",""
"5.0","3 Dec 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82281199.htm","Financial services consultant (fsc)","Current employee, more than 3 years","Work culture is very good.","Salary increment is very slow.","Show more","Bhubaneshwar","",""
"5.0","7 Dec 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82406749.htm","Financial services consultant","Current employee, more than 1 year","My first job experience is good","Not give a good opportunity for higher education","Show more","Raipur, Chhattisgarh","",""
"5.0","14 Dec 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82613528.htm","Great benefits","Current employee, more than 8 years","Good work and better opportunity","Working system is good and better for future","Show more","Ahmedabad","",""
"4.0","18 Dec 2023","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82702796.htm","Unit manager","Current employee, more than 1 year","","","","Vadodara","Good opportunity with salary hike every year","Some of environment could suffer from colleague"
"5.0","5 Dec 2023","GOOD","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82334792.htm","Financial services consultant (fsc)","Current employee, more than 1 year","GOOD TRAINING 
GOOD ENVIRONMENT
GOOD FOR FRESHERS 
GOOD BRAND","Internal issue 
internal politics
working time
no promotion","Show more","","",""
"5.0","12 Dec 2023","Good working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82528534.htm","Anonymous employee","Current employee, more than 1 year","","","","","Employee friendly and most supporting environment.","All things are better for me but incentives low."
"4.0","22 Nov 2023","Best experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82035080.htm","Financial services consultant","Current employee, more than 1 year","Best experience to learn for freshers and to manage the challenges","Lack of time management in the firm","Show more","Mumbai","",""
"5.0","29 Nov 2023","Handling csb manimala branch selling term case top line","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82199432.htm","Relationship manager","Current employee, less than 1 year","","","","Kottayam","Good manager. Good company, good to work. Work freee","Culture of the partner is very bad ( csb)"
"5.0","6 Dec 2023","not satisfied","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82396379.htm","Agency manager","Current employee, more than 3 years","Good environment, supportive, career maker","not satisfied with some pressure and dissatisfied with some pressure","Show more","","",""
"5.0","8 Nov 2023","ICICI Prudential Life Insurance the best company to work in.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW81669229.htm","Senior financial services manager","Current employee, more than 1 year","Great mindset and skilled set of employees, perfect work life balance","Everything is perfect, no such cons","Show more","","",""
"1.0","1 Feb 2024","Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83979969.htm","Product manager","Current employee, less than 1 year","Wfh depends on team to team","No growth 
No work life balance","Show more","Mumbai","",""
