review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,,,,,,,,,
3,07-Jan-24,2 yrs exp,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83124927.htm,Software engineer,Former employee,good exposure to work as a fresher,work not given worth enough,Pune,,,,,,,,,,,,
4,12-Jan-24,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83302757.htm,Senior design engineer,"Current employee, less than 1 year",Work Life balance is good.,Growth is not so good.,Chennai,,,,,,,,,,,,
3,09-Jan-24,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83181265.htm,Anonymous employee,Current employee,Good for development of career,Getting projects might be a bit harder sometimes,,,,,,,,,,,,,
3,11-Jan-24,my feedback,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83264275.htm,Automation engineer,"Former employee, less than 1 year",,,Bangalore Rural,"Great 
happy place, good environment","Punctual, salary range, Working model,",Show more,,,,,,,,,
3,07-Jan-24,Variety of opportunities,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83116461.htm,Sr. architect,Current employee,Good opportunity over different disciplines,Long working hours and stringent deadlines,Chennai,,,,,,,,,,,,
2,25-Nov-23,Okayy... Not highly recommended,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82082927.htm,Senior engineer,"Current employee, more than 1 year",,,Coimbatore,"Job security, timely salary, great brand name","very slow growth, disconnected management, no apitite to listen to new ideas, salary sub par.",Show more,,,,,,,,,
2,20-Dec-23,Job Security,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82766654.htm,Software developer,"Current contractor, more than 1 year",,,Chennai,Contract base jobs is not accept to here job security is very less,Not good to work in contract or parent payroll company base,Show more,,,,,,,,,
3,25-Dec-23,Satisfaction,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82841491.htm,Software engineer,Former employee,Good place to work if you are in a good domain,Lots of work to cover if you are a fresher,,,,,,,,,,,,,
3,11-Dec-23,Govt type organization,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82497012.htm,Assistant manager strategy/consulting,"Current employee, more than 3 years",,,Chandigarh,"Safe job , govt like some projects are good",6 days working and typical hierarchy low pay,Show more,,,,,,,,,
4,05-Jan-24,GOOD,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83097730.htm,Senior engineer,Former employee,good projects from different OEMs,lessser salary in terms of location,Bangalore Rural,,,,,,,,,,,,
5,03-Jan-24,Hai,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83002129.htm,Project manager,"Current employee, more than 3 years",Good pay and culture and food,Work life balance is not there,Bangalore Rural,,,,,,,,,,,,
4,05-Jan-24,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83067480.htm,Design engineer,Former employee,Good to work in this organisation,Work life balance not there,Navi Mumbai,,,,,,,,,,,,
4,18-Dec-23,Great place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82684979.htm,General manager,"Former employee, more than 8 years",,,Hazira,"Freedom at work
Training and development
Good work culture","Slow growth
Commute distance
Internal movements",Show more,,,,,,,,,
4,28-Dec-23,Good company to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82906143.htm,Senior engineer,Former employee,Good company to work for,Nothing bad specially speaking in Larsen and Toubro,Chennai,,,,,,,,,,,,
2,04-Dec-23,Not good for freshers as compay don’t care about Get,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82296622.htm,Graduate engineering trainee get,Current employee,,,,Good for experience and to learn Human Resource Management,Work life Balance very bad,Show more,,,,,,,,,
5,06-Oct-23,Good but not for freshers,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW80738583.htm,Billing assistant,Current employee,,,,"They are friendly colleagues, provides guest house or hostel to stay, pressure free work for the staff who are staying in office.","For site going people, it is pressurised climate. Who loves core don't feel any bad for construction job. So may politics will go on. Here only recommendations works i.e., links with senior people. Otherwise no one will give importance for how much work u do.",Show more,,,,,,,,,
3,25-Dec-23,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82838965.htm,Graduate engineer trainee,"Current employee, less than 1 year","confidence , reliance , depth , salary , experience","time , relations , health , opportunities , politics",New Delhi,,,,,,,,,,,,
4,30-Dec-23,Growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82935497.htm,Assistant manager,"Former employee, more than 5 years",Project experience and people management,Long working hours and not so competitive pay,Visakhapatnam,,,,,,,,,,,,
2,27-Dec-23,Salary review,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82870498.htm,Graduate engineering trainee get,"Former employee, less than 1 year",Good initial training before actaual job.,Very low salary compensation compared to ohters of same industry,Calcutta,,,,,,,,,,,,
2,04-Jan-24,Very less,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83041842.htm,Qa automation,Former employee,Work life balance s sh,Less salary for the experience,Bengaluru,,,,,,,,,,,,
4,13-Dec-23,Good work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82584250.htm,Senior engineer,Current employee,,,Dehradun,"Salary on time. 
Good Seniors",Working time is 12 hrs with sometime sunday also working.,Show more,,,,,,,,,
4,09-Nov-23,Review of L&T Construction,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW81676394.htm,Dgm civil,"Current employee, more than 1 year",,,New Delhi,Working experience in core engineering Job security Timely salary Medical facilities for family including parents,Working hours 70 plus weekly. Increment (except top 15 to 20 percent) will not compensate inflation.,Show more,,,,,,,,,
4,22-Nov-23,Company review,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82008526.htm,Senior manager,"Current employee, more than 10 years",,,Chennai,"It's great organisation, to learn and grow. Supportive work culture and ample opportunity to learn.","But the problem is the salary for people staying for long is less. Whereas when people join from outside, they get paid much better.",Show more,,,,,,,,,
5,24-Nov-23,Salary For L & T,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82071693.htm,Graduate engineering trainee get,"Current employee, more than 1 year","a great place to start my career, as I have learnt a lot from my tenure there and made a lot of friends across domains.",There are no cons for this company,Bangalore Rural,,,,,,,,,,,,
4,12-Dec-23,Much Improvement Needed,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82537972.htm,Graduate engineering trainee get,"Former employee, less than 1 year",,,Mumbai,"Great Brand Value, Great addition to CV",Pay scale not as per market standards,Show more,,,,,,,,,
3,03-Dec-23,Work Ethics,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82274759.htm,Executive,"Current employee, more than 5 years",Every employee who joins in the organization will be responsible to their day to day workings from his day 1.,The working time must be more than 70 hours per week.,Chennai,,,,,,,,,,,,
3,20-Dec-23,L&T Construction,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82760008.htm,Account executive,Former employee,Well known company all over the country,No work life balance & bad culture. Lesser than industry pay,Chennai,,,,,,,,,,,,
1,11-Jan-24,Not good not bad,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW83257709.htm,Planning manager,Former employee,,,,"1. Colleagues are good
2. Systems are well maintained","1. 1. HR systems are pathethic
2. No employee welfare 
3. Managers acts so bossy
4. Hikes are very less
5.no transparency",Show more,,,,,,,,,
3,16-Nov-23,New company in the DC sector,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW81859616.htm,Assistant manager,"Current employee, more than 1 year",,,Navi Mumbai,As a new enterprise there is no restriction to the ideas that you bring to the table.,Learning the expertise required to drive this relatively new business,Show more,,,,,,,,,
4,09-Dec-23,Good place to start a career,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82468094.htm,Anonymous employee,Current employee,Work involves in core engineering and one can learn more knowledge,High work and pressure. Big responsibilities for beginners too,,,,,,,,,,,,,
4,28-Dec-23,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82892691.htm,Engineer-cloud and infra services,Former employee,Good facilities and career enhancement,Don't stay for more than 2 years,,,,,,,,,,,,,
4,21-Dec-23,Good company to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82789971.htm,Assistant manager,"Current employee, more than 8 years",Salary and brand is a great pro,Timings is something needs improvement,Bengaluru,,,,,,,,,,,,
4,04-Dec-22,Tough to survive,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW71601979.htm,Senior planning engineer,"Current employee, more than 3 years",,,Bhilai,"The organization is a good place if you are planning to stay for a very long period of time (10 years or more). It allows you to do anything you wish for in your work field, you can be at the entry-level or manage the entire scenario. Compensation is good when you have been retained for more than 6 years. Performance-linked rewards are also good for all levels. As this is system driven organization, the majority of your work-life depends on your rapport with your in-charges and colleagues. If you are new to the industry, this organization will teach you a lot about the industry thru its conventional methods, but it gives you the choice to decide the path where you want to make your career.","The workplace is filled with incapable seniors having unjust behavior and few with almost no idea about their existence at that place. Bonuses are of the utmost importance which is definitely not good if you don't have a pleasing attitude. Unlike any other organization, here you will find an equal amount of idiots and smart people it is just tough to decide which is which.",Show more,,,,,,,,,
5,08-Dec-23,Great company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82440418.htm,Data engineer,"Former employee, more than 1 year",Good pay with great quality of work. And lot of onsite opportunities,You will need to put more efforts to get good opportunities,Pune,,,,,,,,,,,,
3,16-Dec-23,Decent,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82646718.htm,Graduate engineering trainee get,"Current employee, less than 1 year",,,Barauni,"1) Job security is good
2) Pay is decent","1) Extremely long working hours
2) Not much to learn
3) Can't choose job location",Show more,,,,,,,,,
3,03-Dec-23,good for learning,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82277758.htm,Assistant  manager,"Former employee, more than 3 years",,,Chennai,learning opportunity and good exposure,"long work hours,bad culture, senior management is not upskilling",Show more,,,,,,,,,
1,04-Feb-24,Trainee,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW84045958.htm,Management trainee,"Current employee, more than 1 year",Job rotation allows to learn more,Salary is not at par with the industry,"Powai, Maharashtra",,,,,,,,,,,,
3,16-Dec-23,Working as an instrumentation engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82657065.htm,Senior engineer,"Former employee, more than 1 year",Good for Civil and Mechanical Engineers,No scope for Instrumentation and other branch related fields.,Bengaluru,,,,,,,,,,,,
4,21-Dec-23,good environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82781941.htm,Management trainee,"Former intern, more than 1 year","healthy circle, work life balance. travel",no cons jut good for all graduates,Chennai,,,,,,,,,,,,
4,27-Dec-23,Salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82861775.htm,Senior planning engineer,"Current employee, more than 1 year","Diversified learning, Opportunity to grow.","Work timings, Distant Work place",Allahabad,,,,,,,,,,,,
4,17-Dec-23,Wonderful Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82660911.htm,Intern,Former intern,,,Chennai,"Excellent work climate
Knowledgeable colleagues",There is hardly anything to be critical about in the working environment,Show more,,,,,,,,,
5,30-Nov-23,very good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82206625.htm,Sr. engineer,"Current employee, more than 1 year",The best company in construction and it even offers educational services to improve your skills.,"nothing, positivity everywhere the seniors will help to improve you knowledge.",Bayāna,,,,,,,,,,,,
4,12-Dec-23,Good in work less in compensatio,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82551864.htm,Design engineer,Former employee,Good for begining and good for learning.,Compensations are less compared to other orgs.,Mumbai,,,,,,,,,,,,
5,21-Dec-23,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82775275.htm,Engineer,"Current employee, more than 10 years","Work for India, make India greay",Too much work load every day,Surat,,,,,,,,,,,,
4,04-Dec-23,Good environment to learn,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW82302851.htm,Manager product design,"Current employee, more than 8 years","Free culture, freedom to learn , freedom to take deicsions, lots of hands on exeperience","Policiies are not emplyee friendly, Pays less",Mumbai,,,,,,,,,,,,
4,04-Oct-23,Good if you're workohalic but not good if work life balance is something you seek.,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW80645413.htm,Diploma engineer trainee(mechanical),Former employee,,,Kalahandi,Good place to learn about technologies and varieties of tools used in engineering. i was heavy machinery production so talking about that,Management not really cooperative and only ting matters for them is deadlines and work,Show more,,,,,,,,,
