"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"3.0","15 May 2024","Working for IndusInd Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87330166.htm","Hr assistant","Former contractor, more than 1 year","A very good opportunity for freshers looking for HR jobs.","It was a contractual role and they don't provide experience certificate.","Calcutta","","",""
"1.0","18 Jun 2024","Too low salary","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88353821.htm","Deputy credit manager","Current employee, less than 1 year","On time pay, otherwise nothing special.","Just get stuck on asking higher salary","New Delhi","","",""
"3.0","21 May 2024","Very slow culture","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87501251.htm","Relationship manager","Former employee, more than 1 year","Weekends and bank holidays are strictly not working.","Very slow growth. No big salary hikes","Chennai","","",""
"3.0","23 May 2024","Collection","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87570915.htm","Collections representative","Former employee, more than 3 years","Benefits are good for employees","Management is cns of this industry","","","",""
"3.0","21 May 2024","Operational risk manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87491216.htm","Deputy vice president","Current employee, less than 1 year","5 days a week working","Work culture is bad especially seniors","Hyderābād","","",""
"4.0","10 May 2024","Good Work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87169044.htm","Deputy manager","Current employee, more than 1 year","","","Ānand","Good salary for new comer and if qualified for quatinam program","Long working hours and lengthy process","Show more"
"4.0","9 May 2024","Good Work Life Balance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87142229.htm","Associate vice president","Current employee, more than 3 years","","","Gurgaon, Haryana","- Work life balance
- Salary on time
- Process driven
- Work Culture
- Nice seniors","- No work from home
- Strict timings","Show more"
"4.0","18 May 2024","Great","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87417353.htm","Pioneer program","Current employee, more than 1 year","Great Place to work out there","Internal process is slow out there.","Mumbai","","",""
"3.0","10 May 2024","Review about working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87144663.htm","Chief manager i","Current employee","Good working culture, work life balance, minimal pressure","Slow moving bank, no place to sit in branches for sales employees","","","",""
"4.0","25 Apr 2024","Financial Institution","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86668429.htm","Deputy manager-quality & training","Former employee, more than 1 year","","","Mumbai","Could give you a break even after a break in career","Not necessary that your hard work will appreciated and would lead to your growth.","Show more"
"3.0","14 May 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87254462.htm","Business analyst","Former employee","Good place to work for professionals","Need to give proper product training for employees","","","",""
"3.0","21 Mar 2024","Good place to start in BFSI sector","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW85556506.htm","Deputy manager","Former employee, more than 1 year","","","Navi Mumbai","Go for it if you want to start working in BFSI sector, however avoid being on the third party payroll","Stringent hierarchy and policies
2 year employment bond for campus recruited candidates
Mostly non-transferable even for the employees working for more than 10 years
No cap on working hours in case of work load of month end
Lack of training for employees","Show more"
"1.0","20 Feb 2024","Toxic work culture : Never Join IndusInd Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW84549980.htm","Senior data scientist","Current employee, more than 1 year","","","","Not a single one to sight. Pathetic work culture. No responsibility, no ownership. From HRs to heads, all are the same. They do not care to address any problem. They deny and ignore.","The work environment here is disappointing, with leadership that fosters toxicity and an HR department that falls short. Particularly, the Digital and Strategy Department leaves much to be desired.

Leadership seems to be lacking, with managers prioritizing self-preservation over effective leadership. Many managers struggle to effectively manage their teams.

If you're considering joining this organization, I urge you to reconsider. Your experience here may not meet your expectations.","Show more"
"1.0","23 May 2024","Bad work culture don't join digital and strategy department of Induslnd bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87581669.htm","Data scientist","Former employee, less than 1 year","No pros are there in this organization","Bad management bad cdo everything is bad. There is no value for work in this organization.","Gurgaon, Haryana","","",""
"4.0","12 May 2024","Nice work place","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87207301.htm","Account executive","Former employee","","","New Delhi","Every thing good, little bit work load.","Nothing found. Everyone very friendly.","Show more"
"1.0","8 Jun 2024","Ok place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW88061618.htm","Operation executive","Former employee","Office culture. Get to know about the politics","Very toxic environment to work","","","",""
"3.0","11 May 2024","Job security","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87185969.htm","Deputy manager","Current employee, more than 5 years","","","Mumbai","Job security 
Not much work pressure","Appraisal is not good
Poor work allocation","Show more"
"4.0","5 May 2024","Great salary","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86971136.htm","Branch manager","Former employee, more than 3 years","","","Mumbai","Better pay then peer banks","Overloaded with Li targets ...staff crumble under pressure","Show more"
"2.0","11 May 2024","Loan Process","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87179054.htm","Asm (area sales manager)","Former employee","Not many to mention as","not a competitive as per market standards","Hyderābād","","",""
"3.0","2 May 2024","Low pay structure and infighting top management","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86919605.htm","Assistant vice president","Former employee, more than 5 years","","","Cochin","Work life balance 
Good collegue
Less office politics in kochi","Low payment
Bad management
Work pressure","Show more"
"3.0","8 May 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87078831.htm","Trade officer","Former employee","Flexible work timings and good environment","Extended working hours can be tiring at times","Chennai","","",""
"3.0","8 May 2024","Pay","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87104001.htm","Cms specialist","Current employee","Good team matters for growth","Delays in appraisal and login-logout in today's world !!","New Delhi","","",""
"4.0","30 Apr 2024","New Technologies used and Good quality of work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86845688.htm","Devops engineer","Current employee, more than 1 year","","","Chennai","New technologies and stacks used
Good work culture
Good managers","I dont have anything as such","Show more"
"4.0","6 May 2024","a","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87011866.htm","Manager","Current employee","good company for fresher to start","its a bank, work timing as not comfortable","Chandigarh","","",""
"4.0","7 May 2024","Fast growing bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87047076.htm","Vice president","Current employee","Fast growing company amongst banks","Mid sized organization level challenges","New Delhi","","",""
"5.0","1 May 2024","Good Bank to Work For","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86864798.htm","Chief financial officer (cfo)","Current employee","","","","Always on toes and solution oriented","Lot of expectations in role","Show more"
"4.0","28 Apr 2024","Good to spend few years here","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86762089.htm","Credit administration manager","Current employee, more than 1 year","","","Bengaluru","Good Hike
Good Learning curve
Good overall employee management","Stagnant
Login Logout timings
No remote work
Lesser on Tech","Show more"
"4.0","27 Apr 2024","Okay","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86737292.htm","Business executive","Former employee, less than 1 year","","","Kottarakkara","Supportive staffs
Good work environment 
Salary on time","Less salary
Low increment
Not giving any training","Show more"
"4.0","3 May 2024","N/A","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86951132.htm","Vkyc officer","Former employee","","","","Audio, video services and less workload","Less pay and unhealthy leadership","Show more"
"4.0","2 May 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86915836.htm","Deputy manager","Current employee, more than 3 years","","","Mumbai","Great company to work 
HRs have good career","Can be better in HR policy","Show more"
"4.0","28 Apr 2024","Good organisation, work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86769586.htm","Manager","Current employee","good organisation with decent work life balance","low salary compared to market","Mumbai","","",""
"3.0","29 Apr 2024","Not a good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86774180.htm","Assistant manager","Current employee, more than 1 year","","","Andheri East","Work life balance is good","Less salary.,
No promotion or hike","Show more"
"3.0","18 Apr 2024","Less growth expected","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86443925.htm","Service delivery manager","Former employee, more than 1 year","You get a good personal and work life balance.","You have less chances of growth or you can say less scope of growth.","Pipli, Haryana","","",""
"4.0","23 Apr 2024","IndusInd Bank Retail","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW86584861.htm","Deputy vice president","Current employee","","","Gurgaon, Haryana","Good WLB
Helpful senior management","Slow pace of work 
Takes time to get things miving","Show more"
"1.0","22 May 2024","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW87518270.htm","Deputy branch manager (dbm)","Former employee, less than 1 year","Good salary, Good management, Good operations team","No Work life balance, No streamline process to work","","","",""
