"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","26 Jun 2023","Workplace","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW77714869.htm","Avp-marketing","Current employee","Gurgaon, Haryana","Helps mantain Work Life Balance","Diversity is an issue .","Show more"
"1.0","20 May 2023","Worst job ever","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76618809.htm","Branch relationship executive","Current employee, less than 1 year","","They give pressure after 1 week of joining. Target is too much for first week joining. If we can't complete par day Target they stop us 9.30 pm every day don't go for that job . There was no discipline 14 hrs duty and they don't give respect to bre use slangs very bad experience.","Too much pressure No security for girls No future","Show more"
"5.0","25 Jun 2023","Top Contributor","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW77695184.htm","Sales,  collection,  customer service,  operation and retention","Current employee","","","",""
"3.0","14 Jun 2023","Too Much Pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW77360321.htm","Sales manager","Current employee","","","",""
"4.0","12 May 2023","Good place to work if you don't have big hopes and learn new technologies","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76387266.htm","Sr. manager it","Former employee, more than 5 years","Gurgaon, Haryana","Latest technology to learn Nice salary Nice employees engagement activities","Bureaucracy and employee concerns are ignored sometime","Show more"
"2.0","28 Jun 2023","Increment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW77792019.htm","Executive assistant","Current employee, more than 1 year","Gurgaon, Haryana","","",""
"4.0","15 Jun 2023","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW77404321.htm","Management trainee","Former employee","Gurgaon, Haryana","","",""
"3.0","7 May 2023","Company Review","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76187241.htm","Asm (area sales manager)","Current employee, more than 1 year","Jaipur, Rajasthan","A lot to learn managing multiple domains in a single role","Being in Banca channel, it is tough keeping your seniors and the SBI officials happy at the same time.","Show more"
"4.0","30 May 2023","Great Place to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76893937.htm","Executive assistant","Current employee","","","",""
"4.0","29 May 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76871254.htm","Manager","Former employee, more than 8 years","Gurgaon, Haryana","","",""
"5.0","19 May 2023","The Best Organization","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76582769.htm","Area collection manager","Former employee","","","",""
"5.0","28 May 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76862691.htm","Assistant manager","Current employee","Gurgaon, Haryana","","",""
"2.0","23 May 2023","Worst","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76710039.htm","Anonymous employee","Former employee, less than 1 year","Gurgaon, Haryana","","",""
"5.0","25 Apr 2023","Team leader","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75817756.htm","Team leader","Current employee, more than 1 year","Gurgaon, Haryana","Work life balance good Nice company Senior are good And everything depends on your department.","Nothing bad in my process","Show more"
"4.0","16 May 2023","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76465245.htm","Sr manager-hr","Current employee, more than 1 year","Gurgaon, Haryana","","",""
"3.0","3 May 2023","Good office but no wfh","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76059949.htm","It senior manager","Current employee, more than 3 years","Gurgaon, Haryana","","",""
"5.0","12 May 2023","No","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76365390.htm","Senior executive","Current employee","","","",""
"4.0","6 May 2023","It was a good experiance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76176089.htm","Sales associate","Former employee","","good work environment, helpful colleagues","Lots of pressure of work","Show more"
"3.0","16 Feb 2023","SBI cards Pros and Cons","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW73679529.htm","Senior executive operations","Former employee","","You have perks and fixed bonus on leaves policy Medical insurance benefit.","Target are very high They didn't revise target as per market scenario. Management is not good & connect with first contact person who knows actual challenges. IJP only for boot licker not for everyone.","Show more"
"3.0","21 Apr 2023","A government job type","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75726306.htm","Senior executive","Current employee, more than 3 years","Chennai","","",""
"3.0","22 Apr 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75728370.htm","Senior manager","Current employee, more than 1 year","Gurgaon, Haryana","","",""
"4.0","13 Apr 2023","Average Company to get Started","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75458757.htm","Sr executive operations","Former employee, more than 3 years","Gurgaon, Haryana","","",""
"5.0","17 Apr 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75553125.htm","Asm (area sales manager)","Current employee, more than 3 years","Visakhapatnam","","",""
"1.0","29 Apr 2023","Salary + environment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75961725.htm","Assistant vice president","Current employee, more than 1 year","Gurgaon, Haryana","Nothing, Never seen such a negative and toxic culture organization","Toxic Culture, No vision, Sr Management is either busy in job search or waiting for retirement. No Innovation, No motivation in anyone to do something good","Show more"
"4.0","19 Apr 2023","Best","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75631442.htm","Manager","Current employee","Gurgaon, Haryana","","",""
"3.0","17 Apr 2023","Pressur","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75560411.htm","Branch relationship executive","Current employee","Cochin","","",""
"5.0","17 Apr 2023","Goood","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75564070.htm","Senior fraud analyst","Current employee","","","",""
"3.0","31 Mar 2023","Ok types","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75085861.htm","Module manager","Current employee, more than 5 years","Bengaluru","Nothing as such............... Home town location","Poor appraisals policy No growth","Show more"
"2.0","9 Apr 2023","Not happy","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW75324214.htm","Branch relationship executive","Former employee, less than 1 year","Baddi","","",""
"3.0","7 Mar 2023","Good work life Balance, but doesn't go by the book.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74298192.htm","Asm (area sales manager)","Current employee, more than 3 years","Cochin","","",""
"1.0","24 May 2023","Assistant Area Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76735266.htm","Area manager","Former employee, more than 1 year","","nothing is good, don't join","everything is bad, don't join","Show more"
"5.0","20 Mar 2023","Superb experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74678684.htm","Anonymous employee","Former employee","","Company's very kind of their employees","Extra incentive to best selling","Show more"
"4.0","26 Mar 2023","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74902268.htm","Anonymous employee","Current employee, more than 3 years","Mumbai","","",""
"4.0","16 Feb 2023","Company Review","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW73683715.htm","Underwriter","Former employee, more than 3 years","Gurgaon, Haryana","Stable Career, Job Security % is good. The company is growing and generating good revenue yearly.","The salary hike % is not as per expectations. Individual opinion.","Show more"
"3.0","8 Mar 2023","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74337374.htm","Assistant vice president","Current employee, more than 5 years","Gurgaon, Haryana","Work life balance and lesa job pressure","Slow promotion cycle, culture is like psy","Show more"
"3.0","19 Mar 2023","Very good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74673848.htm","Account executive","Current employee","","","",""
"1.0","1 May 2023","Worst job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76005507.htm","Branch relationship executive","Former employee, more than 1 year","New Delhi","","",""
"5.0","16 Mar 2023","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74576401.htm","Asm (area sales manager)","Current employee","","","",""
"1.0","20 May 2023",".","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW76611732.htm","Kyc associate","Current employee","Gurgaon, Haryana","","",""
"5.0","24 Feb 2023","One of the best places to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW73947882.htm","Avp-sales","Former employee, more than 8 years","Gurgaon, Haryana","","",""
"3.0","8 Mar 2023","Average","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74317238.htm","Customer service representative","Former employee","Mumbai","","",""
"2.0","3 Mar 2023","Not applicable","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74160480.htm","Manager","Former employee","Gurgaon, Haryana","","",""
"2.0","28 Feb 2023","Very conservative and non employee friendly","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74082059.htm","Senior manager","Current employee, more than 5 years","Hyderābād","","",""
"1.0","18 Mar 2023","Always your job is insecure","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74644625.htm","Avp-it","Former employee, less than 1 year","Gurgaon, Haryana","absolutely useless company in the world.","absolutely useless company in the world. They will hire you and always your senior will be felling in secure from you and No work life balance... nothinggggg","Show more"
"4.0","1 Mar 2023","Dbi","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW74106240.htm","Asm (area sales manager)","Former employee, more than 3 years","New Delhi","","",""
"3.0","14 Dec 2022","Good company in bad hands","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW71862984.htm","Senior manager, internal audit","Current employee","","It is a leading card company and growing its business in providing credit cards","Company culture is getting worse day by day.","Show more"
"3.0","18 Feb 2023","ASM","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW73748607.htm","Asm (area sales manager)","Former employee, more than 5 years","New Delhi","Work life balance is gud","Too much of Favioutasim in org","Show more"
"5.0","22 Feb 2023","salary","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW73869494.htm","Assistant manager","Current employee, more than 8 years","Gurgaon, Haryana","","",""
"4.0","13 Feb 2023","Asm SBI card","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW73571803.htm","Asm (area sales manager)","Former employee, more than 1 year","Thiruvananthapuram","","",""
"4.0","7 Feb 2023","Not good for salse job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW73401141.htm","Relationship executive","Former employee, less than 1 year","Pune","","",""
"5.0","14 Feb 2023","good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW73611290.htm","Senior executive","Current employee, less than 1 year","","","",""
"2.0","9 Jan 2023","worst place","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW72469371.htm","Escalations specialist","Current employee, more than 1 year","Gurgaon, Haryana","","",""
"4.0","16 Nov 2022","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW71150187.htm","Operation executive","Former employee, more than 1 year","Chandigarh","Good career growth. Can learn new things","Yes its best industry to work. It s on behalf of state bank of India","Show more"
"5.0","24 Jan 2023","Customer Service - Vendor Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW72940375.htm","Vendor manager","Current employee","","","",""
"3.0","17 Jan 2023","good alot to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW72710535.htm","Team leader","Current employee, more than 1 year","Jalgaon","","",""
"5.0","20 Jan 2023","Gained lot of knowledge","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW72822110.htm","Back office executive","Former employee","","","",""
"1.0","2 Dec 2022","Horrible place","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW71580405.htm","Dvp it","Former employee, less than 1 year","","On time salary Nothing Nothing Nothing Nothing","* discussing work life balance is taboo, managment want you to work like 24*7, 365 days slave * No work it IT except vendor management, little stakeholder management still it's a totally mess place * No professionalism, you have to get used to unlogicall, sudden shout from management * Wprk culture is toxic, plz stay away from this organization","Show more"
