"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"3.0","9 Feb 2015","Ready to find something new...","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5884357.htm","Anonymous employee","Current employee","","","","Great benefits
Nice people to work with.
Support from QC managment","Always changing deadlines- never sure of priorities.
Too many people think they are in charge.
Not organized.
Raises are small and never compensate for cost of living increase.","Show more"
"4.0","9 Mar 2016","Human Resources","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW9852141.htm","Anonymous employee","Current employee, more than 5 years","","","","great atmosphere to learn and open culture","growth opportunities do not come with any real transparency; individual lobbying is a little too much","Show more"
"3.0","7 Dec 2016","Decent Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW12925191.htm","Anonymous contractor","Former contractor","If you can work full time with them it's a decent factory job. Also provides opportunity for growth for the workers.","Some of the supervisors look down on you and think they're better than you just because they've been there for a while.","","","",""
"4.0","1 Jul 2019","Comparing it to other jobs right now, this company pay their employees an average pay.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW27719794.htm","Qa associate","Current employee, more than 5 years","","","Middleburgh, NY","You have flexibility in time if you’re salary paid employee","I don’t have any. Like I said, it’s an average company to work with.","Show more"
"4.0","25 Feb 2015","Good company to work for!","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5994445.htm","Team leader","Current employee","","","","If you perform good, you get good chances of getting recognized","Perks, Compensation is just fine","Show more"
"3.0","7 Sept 2017","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW16712779.htm","Anonymous employee","Former employee","","","","Good pay and benefits, good work load and opportunity to take on tasks of significance (meaningful work)","Micro-management by upper management, not much delegation of authority","Show more"
"5.0","28 Sept 2021","Site MSAT Head","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW53248791.htm","Head manufacturing science and technology","Former employee, more than 3 years","","","","Very good culture and processes","Very specific job role and less exposure hence vertical growth is very limited","Show more"
"4.0","25 Apr 2012","Very Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1466159.htm","Anonymous employee","Current employee","","","","It is one of the Best Employers & it has all qualities of the same.","The growth is slow in Pharma industry as compared to other industries.","Show more"
"2.0","8 Feb 2019","Reddy Architecture+Urbanism","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW24600730.htm","Architect","Former employee, less than 1 year","","","Dublin, Dublin","Good salary and a wide range of projects","Toxic human environment, direction board is pure poison and Tony Reddy, the CEO, is an incredibly irrational and hard to deal with person, that seems to enjoy putting people under stress.","Show more"
"3.0","18 Apr 2014","Great Opportunity for a Select Few","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW4082868.htm","Principal scientist","Former employee, more than 8 years","","","Norcross, GA","Research Opportunity and good compensation package","Employee loyalty and lack of advancement based on merit.","Show more"
"2.0","27 Sept 2020","Mentally draining","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW36427874.htm","Pharmaceutical manufacturing technician","Current employee, more than 1 year","","","Shreveport, LA","Good pay for the area.","Management comes off as unorganized and incompetent.","Show more"
"3.0","11 Aug 2015","Dr. Reddy's","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW7536049.htm","Anonymous employee","Former employee","","","Bridgewater, NJ","Sizeable, stable, multinational company. R&D driven","Clear discrimination against non-Indian employees in the US.","Show more"
"3.0","9 Oct 2016","Getting worse","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW12242704.htm","Anonymous employee","Current employee","","","","Supportive and accommodating
Good salaries
Good career opportunities","Increasingly bureaucratic
People seem to be working for personal gain, plenty of short-term thinking","Show more"
"4.0","2 Feb 2017","Good Company to Work For","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW13599547.htm","Anonymous employee","Former employee, more than 8 years","","","","Good benefits, competitive pay, robust industry,","Fluidity in upper management, inefficiency and undue complexity in getting things done.","Show more"
"1.0","9 Jan 2017","Good for waiting room job- do not think this for long term","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW13250309.htm","Middle level","Current employee, more than 5 years","","","Princeton, NJ","Flexi time, good co-workers, generous holidays","Totally partial work culture, HR does not exist- or it is mere a messenger. Salary structure is screwed up. Top bosses sitting in India does not look at US employees kindly- There is a lot of favoritism.","Show more"
"5.0","31 Jan 2017","Associate Director - Financial Planning & Analytics","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW13573014.htm","Associate director - financial planning & analytics","Current employee, more than 3 years","Easily approachable Senior management; open to ideas from very junior level as well.","If you love to work - Dr. Reddy's is the place to be in.","Princeton, NJ","","",""
"4.0","5 Feb 2017","Supervisor","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW13642101.htm","Supervisor","Former employee","","","Bristol, TN","Good benefits and good work culture.","no support for H1B employee","Show more"
"5.0","11 Apr 2019","The Company which makes the world healthier","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW25624219.htm","Anonymous employee","Current employee, more than 3 years","","","","Provides opportunities for career growth and talent development, fully supports and respects its employees, follows values and promises.","Does not have flexibility in terms of promotion policy","Show more"
"3.0","27 Sept 2012","4 yrs experience in quality control","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1995038.htm","Anonymous employee","Current employee, more than 5 years","","","","To get brand name
bus & canteen facility
Near to city","Worst middle management
Overtime duties
no valve to hard workers","Show more"
"3.0","27 Mar 2021","Good learning experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW44662513.htm","Quality assurance","Current employee","Great work culture. Each individual gets rated by several cross functional team members during performance reviews.","Micromanaged by Indian Leaders. Push to control cost. Cannot retain talent for long.","Philadelphia, PA","","",""
"4.0","25 Aug 2021","Reorganization","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW51646950.htm","Quality assurance","Current employee, more than 3 years","","","Princeton, NJ","Good environment and working hours flexibility. HR does a great job to keep the employees engaged and rewarded through different programs","Organization going through restructure resulting in good talent leaving or laid off","Show more"
